,RESULTS,TIMESTAMP,V60,V65,V66,V206,V342,INDEX,m,d,h
835,-1,2008-09-14 15:46:00,7.0273,12.9727,16.5255,5.34,1.5806,835,8,6,15
836,-1,2008-09-14 16:34:00,2.1145,17.8855,25.5062,7.74,2.3918,836,8,6,16
837,-1,2008-09-14 17:40:00,2.1973,17.8027,18.891,5.55,1.7947,837,8,6,17
838,-1,2008-09-14 18:27:00,4.9118,15.0882,19.2834,7.04,2.5103,838,8,6,18
839,-1,2008-09-14 18:27:00,4.8127,15.1873,16.9553,4.48,1.4455,839,8,6,18
840,-1,2008-09-14 19:13:00,4.4445,15.5555,18.0095,4.3,1.3766,840,8,6,19
841,-1,2008-09-14 20:00:00,5.6155,14.3845,14.8409,7.32,2.258,841,8,6,20
842,-1,2008-09-14 20:43:00,2.8136,17.1864,21.9929,8.45,2.4509,842,8,6,20
843,-1,2008-09-14 20:45:00,3.9527,16.0473,18.7066,2.99,0.9431,843,8,6,20
844,-1,2008-09-14 21:31:00,3.4482,16.5518,21.0153,7.87,2.4825,844,8,6,21
845,-1,2008-09-14 23:00:00,1.3445,18.6555,26.2833,5.94,1.9909,845,8,6,23
846,-1,2008-09-15 02:04:00,,,,,,846,8,0,2
847,-1,2008-09-15 10:03:00,0.9591,19.0409,25.2629,4.69,1.2959,847,8,0,10
848,-1,2008-09-15 11:40:00,5.3191,14.6809,18.9734,7.1,2.1924,848,8,0,11
849,-1,2008-09-15 12:27:00,-2.1555,22.1555,27.9032,5.92,2.1022,849,8,0,12
850,-1,2008-09-15 16:10:00,1.7627,18.2373,22.3967,2.99,1.0590000000000002,850,8,0,16
851,-1,2008-09-15 16:59:00,1.9273,18.0727,22.8211,9.32,2.7292,851,8,0,16
852,-1,2008-09-15 19:54:00,1.2327,18.7673,21.6796,6.21,2.0309,852,8,0,19
853,-1,2008-09-15 21:56:00,5.4209,14.5791,19.4166,10.47,3.051,853,8,0,21
854,-1,2008-09-15 22:13:00,5.0818,14.9182,22.4191,7.34,3.0256,854,8,0,22
855,-1,2008-09-15 22:45:00,5.5109,14.4891,21.4279,6.94,2.003,855,8,0,22
856,-1,2008-09-15 22:54:00,-0.07,20.07,25.2503,11.47,3.2089,856,8,0,22
857,-1,2008-09-15 23:37:00,0.5609,19.4391,27.1415,4.2,1.2354,857,8,0,23
858,-1,2008-09-16 07:39:00,5.5964,16.067,20.7242,7.12,2.0684,858,8,1,7
859,-1,2008-09-16 07:48:00,5.3973,16.345,20.2491,6.95,2.4584,859,8,1,7
860,-1,2008-09-16 08:50:00,2.3182,17.6818,26.2118,12.75,3.5548,860,8,1,8
861,-1,2008-09-16 08:52:00,6.0773,13.9227,18.5996,5.68,2.2933,861,8,1,8
862,-1,2008-09-16 09:37:00,4.3136,15.6864,18.2293,7.65,1.8855,862,8,1,9
863,-1,2008-09-16 17:07:00,-2.3509,22.3509,28.2662,15.43,4.6793,863,8,1,17
864,-1,2008-09-16 18:09:00,1.1618,18.8382,26.3647,16.04,4.7768,864,8,1,18
865,-1,2008-09-16 18:23:00,0.5764,19.4236,26.0255,5.97,1.7107,865,8,1,18
866,-1,2008-09-16 19:34:00,6.8491,13.1509,13.5705,6.57,2.3464,866,8,1,19
867,-1,2008-09-16 19:45:00,-0.7245,20.7245,25.9809,7.16,2.3162,867,8,1,19
868,-1,2008-09-16 21:21:00,-0.2227,20.2227,28.803,6.39,1.9227,868,8,1,21
869,-1,2008-09-16 22:45:00,5.9155,14.0845,19.9683,8.09,2.3573,869,8,1,22
870,-1,2008-09-17 02:01:00,2.4209,17.5791,22.2504,9.46,2.5899,870,8,2,2
871,1,2008-09-17 04:23:00,13.5518,6.4482,8.7636,8.28,2.2571,871,8,2,4
872,-1,2008-09-17 07:14:00,3.0945,16.9055,23.0596,2.3,0.5741,872,8,2,7
873,-1,2008-09-17 07:28:00,-1.2336,21.2336,28.576999999999998,5.95,1.9937,873,8,2,7
874,-1,2008-09-17 21:52:00,4.4409,15.5591,19.5942,7.3,2.4145,874,8,2,21
875,-1,2008-09-18 00:57:00,-4.6109,24.6109,31.4433,9.24,3.1314,875,8,3,0
876,-1,2008-09-18 01:40:00,1.89,18.11,24.9871,4.83,1.5795,876,8,3,1
877,-1,2008-09-18 01:43:00,0.4527,19.5473,27.2483,11.02,3.3488,877,8,3,1
878,-1,2008-09-18 02:01:00,-0.2036,20.2036,25.7144,4.95,1.6673,878,8,3,2
879,-1,2008-09-18 03:58:00,-3.7536,23.7536,31.3918,7.14,2.2276,879,8,3,3
880,-1,2008-09-18 03:58:00,-3.9045,23.9045,30.2138,7.74,2.4752,880,8,3,3
881,-1,2008-09-18 05:44:00,-2.81,22.81,30.3218,7.04,2.5604,881,8,3,5
882,-1,2008-09-18 05:58:00,-2.6109,22.6109,28.0428,3.84,1.3464,882,8,3,5
883,-1,2008-09-18 08:04:00,-2.6273,22.6273,30.4537,7.8,2.6882,883,8,3,8
884,-1,2008-09-18 10:48:00,5.4709,14.5291,18.5294,7.95,2.3854,884,8,3,10
885,-1,2008-09-18 13:48:00,0.5218,19.4782,25.1003,4.42,1.4113,885,8,3,13
886,-1,2008-09-18 17:22:00,4.3982,15.6018,21.9055,4.85,1.676,886,8,3,17
887,-1,2008-09-18 18:12:00,0.5518,19.4482,22.9635,8.84,2.476,887,8,3,18
888,-1,2008-09-18 18:56:00,1.4418,18.5582,25.1014,6.93,2.0476,888,8,3,18
889,-1,2008-09-18 21:12:00,-2.5955,22.5955,25.7407,10.83,3.343,889,8,3,21
890,-1,2008-09-18 21:56:00,-4.9018,24.9018,31.879,6.06,1.9194,890,8,3,21
891,-1,2008-09-18 23:00:00,0.7636,19.2364,26.0317,6.85,2.2191,891,8,3,23
892,-1,2008-09-18 23:05:00,-2.7845,22.7845,29.9713,4.02,1.6123,892,8,3,23
893,-1,2008-09-18 23:44:00,-2.4709,22.4709,28.9642,3.77,1.2428,893,8,3,23
894,-1,2008-09-19 00:30:00,-3.2718,23.2718,29.0059,6.31,2.1174,894,8,4,0
895,-1,2008-09-19 01:57:00,2.1136,17.8864,24.5978,6.18,2.1475,895,8,4,1
896,-1,2008-09-19 02:44:00,3.9291,16.0709,21.8416,6.12,1.7612,896,8,4,2
897,-1,2008-09-19 04:42:00,-0.5336,20.5336,26.5653,7.56,2.5195,897,8,4,4
898,-1,2008-09-19 05:33:00,-1.1836,21.1836,22.97,6.17,1.806,898,8,4,5
899,-1,2008-09-19 05:57:00,5.7945,14.2055,15.7033,8.73,2.4635,899,8,4,5
900,-1,2008-09-19 06:01:00,-4.9682,24.9682,31.3031,2.82,0.9168,900,8,4,6
901,-1,2008-09-19 06:44:00,-0.9136,20.9136,26.89,9.11,2.772,901,8,4,6
902,-1,2008-09-19 07:14:00,-3.65,23.65,28.6073,7.34,2.5175,902,8,4,7
903,-1,2008-09-19 07:18:00,-2.5345,22.5345,28.3035,4.16,1.2576,903,8,4,7
904,-1,2008-09-19 08:08:00,0.86,19.14,26.1131,5.85,1.6653,904,8,4,8
905,-1,2008-09-19 08:52:00,-3.4991,23.4991,31.3826,6.6,1.7519,905,8,4,8
906,-1,2008-09-19 09:12:00,-5.2327,25.2327,31.0075,8.5,2.5177,906,8,4,9
907,-1,2008-09-19 09:47:00,-1.79,21.79,27.6339,3.43,1.1528,907,8,4,9
908,-1,2008-09-19 10:45:00,1.0309,18.9691,21.9517,7.48,2.5025,908,8,4,10
909,-1,2008-09-19 11:13:00,-4.0109,24.0109,29.7124,9.12,2.9808,909,8,4,11
910,-1,2008-09-19 11:54:00,1.4727,18.5273,28.6558,8.25,2.3467,910,8,4,11
911,-1,2008-09-19 13:59:00,-1.2427,21.2427,32.4053,8.15,2.3779,911,8,4,13
912,-1,2008-09-19 15:31:00,2.4845,17.5155,23.3895,5.9,1.9941,912,8,4,15
913,-1,2008-09-19 16:40:00,0.79,19.21,29.7545,7.27,2.3692,913,8,4,16
914,1,2008-09-19 16:58:00,5.6618,14.3382,21.7197,7.8,1.9505,914,8,4,16
915,-1,2008-09-19 17:47:00,-2.4345,22.4345,29.627,5.44,1.7924,915,8,4,17
916,-1,2008-09-19 18:11:00,-1.4027,21.4027,28.4909,5.51,1.7381,916,8,4,18
917,-1,2008-09-19 18:33:00,-4.5936,24.5936,29.8709,6.2,1.8275,917,8,4,18
918,-1,2008-09-19 19:18:00,-0.3309,20.3309,27.3211,4.78,1.5814,918,8,4,19
919,-1,2008-09-19 19:29:00,2.6718,17.3282,23.9846,4.09,1.2209,919,8,4,19
920,-1,2008-09-19 20:05:00,4.9845,16.733,19.2998,6.29,1.7493,920,8,4,20
921,-1,2008-09-19 20:07:00,-3.4445,23.4445,31.3396,6.98,2.0821,921,8,4,20
922,-1,2008-09-19 20:10:00,2.2855,17.7145,24.0788,5.93,1.8902,922,8,4,20
923,-1,2008-09-19 20:17:00,22.4673,21.38,64.414,3.65,1.161,923,8,4,20
924,1,2008-09-19 20:19:00,6.5645,13.4355,16.9701,3.1,1.018,924,8,4,20
925,-1,2008-09-19 21:08:00,-4.6227,24.6227,33.171,8.98,3.0708,925,8,4,21
926,1,2008-09-19 21:09:00,5.5455,14.4545,21.0909,10.36,3.3202,926,8,4,21
927,-1,2008-09-19 21:13:00,-2.1518,22.1518,28.6132,6.68,1.9222,927,8,4,21
928,-1,2008-09-19 21:14:00,6.25,13.75,14.1161,6.6,1.9929,928,8,4,21
929,1,2008-09-19 21:59:00,3.2509,16.7491,23.112,8.71,3.0807,929,8,4,21
930,-1,2008-09-19 23:26:00,0.9909,19.0091,29.1406,6.09,1.9118,930,8,4,23
931,-1,2008-09-19 23:33:00,-3.8655,23.8655,30.1925,9.55,2.9373,931,8,4,23
932,-1,2008-09-20 00:18:00,-0.75,20.75,24.5799,8.49,2.5434,932,8,5,0
933,-1,2008-09-20 00:33:00,0.2745,19.7255,24.1109,4.28,1.1997,933,8,5,0
934,-1,2008-09-20 03:58:00,-5.9273,25.9273,31.7389,7.66,2.5288,934,8,5,3
935,-1,2008-09-20 04:13:00,-2.9209,22.9209,28.8106,3.01,1.0472,935,8,5,4
936,-1,2008-09-20 04:28:00,-3.74,23.74,29.1429,4.12,1.547,936,8,5,4
937,-1,2008-09-20 05:22:00,-0.0691,20.0691,26.2175,3.91,1.2708,937,8,5,5
938,-1,2008-09-20 05:25:00,5.1136,14.8864,20.9755,11.32,3.0336,938,8,5,5
939,-1,2008-09-20 05:34:00,1.7082,18.2918,23.195,5.93,1.7295,939,8,5,5
940,-1,2008-09-20 06:08:00,1.5555,18.4445,25.0267,4.19,1.1592,940,8,5,6
941,-1,2008-09-20 07:21:00,1.3136,18.6864,23.9837,8.11,2.6402,941,8,5,7
942,-1,2008-09-20 08:14:00,-1.0182,21.0182,28.5851,9.49,2.8934,942,8,5,8
943,-1,2008-09-20 10:51:00,-0.9945,20.9945,27.0475,9.57,2.5697,943,8,5,10
944,-1,2008-09-20 11:18:00,-0.9236,20.9236,32.7145,9.56,2.8475,944,8,5,11
945,-1,2008-09-20 12:20:00,-0.6609,20.6609,28.2815,7.62,2.4719,945,8,5,12
946,-1,2008-09-20 12:26:00,-0.1918,20.1918,25.7279,4.54,1.5183,946,8,5,12
947,-1,2008-09-20 12:27:00,-2.2818,22.2818,29.3235,6.91,2.1630000000000003,947,8,5,12
948,-1,2008-09-20 12:36:00,-5.9336,25.9336,35.4672,9.04,3.0163,948,8,5,12
949,-1,2008-09-20 12:57:00,5.7182,14.2818,22.5821,11.24,3.1292,949,8,5,12
950,-1,2008-09-20 14:00:00,-5.1255,25.1255,31.2285,5.47,1.8495,950,8,5,14
951,-1,2008-09-20 14:06:00,-2.1309,22.1309,26.0868,9.44,2.6739,951,8,5,14
952,-1,2008-09-20 14:42:00,0.42,19.58,26.5186,10.38,3.2833,952,8,5,14
953,-1,2008-09-20 14:50:00,-1.1945,21.1945,25.8642,9.83,2.7953,953,8,5,14
954,-1,2008-09-20 14:53:00,-3.5291,23.5291,28.1493,8.72,2.2727,954,8,5,14
955,-1,2008-09-20 15:02:00,-3.4291,23.4291,30.4749,4.9,1.5879,955,8,5,15
956,-1,2008-09-20 15:19:00,-2.1709,22.1709,27.2628,6.06,1.8102,956,8,5,15
957,-1,2008-09-20 15:37:00,-5.9573,25.9573,33.2787,8.1,2.6725,957,8,5,15
958,-1,2008-09-20 15:46:00,-1.0464,21.0464,28.2025,7.69,2.7028,958,8,5,15
959,-1,2008-09-20 16:43:00,4.2391,15.7609,22.3582,9.04,2.9536,959,8,5,16
960,-1,2008-09-20 16:44:00,-1.6873,21.6873,25.6805,6.02,2.1216,960,8,5,16
961,-1,2008-09-20 17:26:00,1.0145,18.9855,24.5151,5.42,1.6747,961,8,5,17
962,-1,2008-09-20 17:29:00,-0.8727,20.8727,26.308000000000003,6.39,2.1236,962,8,5,17
963,-1,2008-09-20 18:03:00,-4.2364,24.2364,32.176,5.52,1.5767,963,8,5,18
964,-1,2008-09-20 18:21:00,-5.1391,25.1391,31.0753,6.46,2.2019,964,8,5,18
965,-1,2008-09-20 18:56:00,1.54,18.46,25.1751,8.65,2.6772,965,8,5,18
966,-1,2008-09-20 19:14:00,0.1082,19.8918,30.7097,12.76,3.5888,966,8,5,19
967,-1,2008-09-20 19:21:00,-1.67,21.67,29.1767,10.55,3.5341,967,8,5,19
968,-1,2008-09-20 23:34:00,-4.89,24.89,33.006,4.29,1.4904,968,8,5,23
969,-1,2008-09-21 00:48:00,-6.5282,26.5282,34.3403,5.59,1.4578,969,8,6,0
970,-1,2008-09-21 01:06:00,7.03,12.97,17.1419,9.74,2.6789,970,8,6,1
971,-1,2008-09-21 02:07:00,-2.6355,22.6355,34.0617,8.98,2.9219999999999997,971,8,6,2
972,-1,2008-09-21 03:04:00,1.3936,18.6064,25.5648,9.82,2.5269999999999997,972,8,6,3
973,-1,2008-09-21 03:47:00,-3.7045,23.7045,31.622,10.29,2.9395,973,8,6,3
974,-1,2008-09-21 04:17:00,-0.45,20.45,30.013,7.37,2.0055,974,8,6,4
975,-1,2008-09-21 04:49:00,-1.4564,21.4564,28.2871,5.33,1.5864,975,8,6,4
976,-1,2008-09-21 07:30:00,-2.6364,22.6364,27.717,5.71,1.6556,976,8,6,7
977,-1,2008-09-21 07:55:00,3.9818,16.0182,22.1771,8.04,2.3412,977,8,6,7
978,-1,2008-09-21 08:22:00,-4.2327,24.2327,30.0271,11.51,3.0468,978,8,6,8
979,-1,2008-09-21 08:49:00,-0.8045,20.8045,26.2439,7.99,2.5895,979,8,6,8
980,-1,2008-09-21 09:16:00,-0.0164,20.0164,29.7647,6.11,1.9898,980,8,6,9
981,-1,2008-09-21 09:31:00,0.7827,19.2173,22.3049,9.7,2.9162,981,8,6,9
982,-1,2008-09-21 10:07:00,-0.4409,20.4409,23.5781,8.97,2.4829,982,8,6,10
983,-1,2008-09-21 10:49:00,2.1136,17.8864,21.3248,10.77,2.8625,983,8,6,10
984,-1,2008-09-21 11:33:00,-1.66,21.66,28.769000000000002,2.9,0.8945,984,8,6,11
985,-1,2008-09-21 12:04:00,3.0982,16.9018,22.0576,7.05,2.2029,985,8,6,12
986,-1,2008-09-21 14:30:00,1.4009,18.5991,27.7436,7.07,2.3113,986,8,6,14
987,-1,2008-09-21 14:31:00,1.1855,18.8145,20.3987,6.9,2.0701,987,8,6,14
988,-1,2008-09-21 14:33:00,-2.6655,22.6655,29.572,3.31,1.0725,988,8,6,14
989,-1,2008-09-21 15:15:00,-1.31,21.31,31.6501,11.72,3.3904,989,8,6,15
990,-1,2008-09-21 15:26:00,-3.8836,23.8836,29.6056,9.74,3.2564,990,8,6,15
991,-1,2008-09-21 15:34:00,-1.5945,21.5945,27.2525,11.01,3.3956,991,8,6,15
992,-1,2008-09-21 16:43:00,-1.7155,21.7155,25.4763,6.3,2.0069999999999997,992,8,6,16
993,-1,2008-09-21 17:26:00,-3.2882,23.2882,29.7411,6.66,2.2065,993,8,6,17
994,-1,2008-09-21 17:30:00,-2.9182,22.9182,29.4088,8.34,2.4905,994,8,6,17
995,-1,2008-09-21 18:12:00,,,,,,995,8,6,18
996,-1,2008-09-21 19:19:00,-3.0882,23.0882,30.6344,10.05,2.9604,996,8,6,19
997,-1,2008-09-21 20:35:00,-0.0045,20.0045,30.4948,11.06,2.9927,997,8,6,20
998,-1,2008-09-21 21:54:00,-5.8564,25.8564,33.7075,6.98,2.6277,998,8,6,21
999,-1,2008-09-21 22:02:00,3.9673,16.0327,22.513,8.13,2.0327,999,8,6,22
1000,-1,2008-09-22 00:12:00,0.7,19.3,26.3407,5.88,1.6826,1000,8,0,0
1001,-1,2008-09-22 00:28:00,-6.6618,26.6618,33.4282,9.07,2.5969,1001,8,0,0
1002,-1,2008-09-22 00:47:00,2.6345,17.3655,23.9411,6.14,1.8762,1002,8,0,0
1003,-1,2008-09-22 01:43:00,-0.6327,20.6327,25.0547,4.51,1.4008,1003,8,0,1
1004,-1,2008-09-22 03:51:00,-5.8818,25.8818,32.8121,5.81,1.6822,1004,8,0,3
1005,-1,2008-09-22 06:05:00,-2.2636,22.2636,28.0815,5.09,1.4049,1005,8,0,6
1006,-1,2008-09-22 07:12:00,0.7382,19.2618,24.7756,8.41,2.7265,1006,8,0,7
1007,-1,2008-09-22 10:43:00,4.9082,15.0918,19.7445,4.5,1.4577,1007,8,0,10
1008,-1,2008-09-22 11:50:00,-1.1764,21.1764,27.984,4.35,1.4718,1008,8,0,11
1009,-1,2008-09-22 12:11:00,-3.1182,23.1182,31.7039,5.2,1.5202,1009,8,0,12
1010,-1,2008-09-22 12:45:00,-2.5191,22.5191,32.4481,10.48,3.5789999999999997,1010,8,0,12
1011,-1,2008-09-22 13:03:00,-0.9,20.9,27.5479,7.11,2.2309,1011,8,0,13
1012,-1,2008-09-22 14:24:00,2.23,17.77,27.4876,3.12,1.1579,1012,8,0,14
1013,-1,2008-09-22 14:27:00,-1.0909,21.0909,26.7205,8.59,2.3853,1013,8,0,14
1014,-1,2008-09-22 14:36:00,-6.0845,26.0845,33.8834,8.07,2.3348,1014,8,0,14
1015,-1,2008-09-22 16:25:00,0.4382,19.5618,29.9623,7.92,2.6027,1015,8,0,16
1016,-1,2008-09-22 21:30:00,2.6227,17.3773,23.9811,6.63,2.1894,1016,8,0,21
1017,-1,2008-09-22 21:31:00,-6.3391,26.3391,34.2074,3.91,1.2924,1017,8,0,21
1018,-1,2008-09-22 22:15:00,-2.67,22.67,28.709,11.67,3.4212,1018,8,0,22
1019,-1,2008-09-22 22:17:00,-2.3891,22.3891,25.6619,8.61,2.4574,1019,8,0,22
1020,-1,2008-09-22 23:01:00,-3.9218,23.9218,29.8238,9.42,2.6882,1020,8,0,23
1021,-1,2008-09-22 23:10:00,-5.52,25.52,31.8429,5.4,1.8028,1021,8,0,23
1022,-1,2008-09-23 00:57:00,-0.0636,20.0636,26.448,15.35,3.6058,1022,8,1,0
1023,-1,2008-09-23 06:44:00,-1.5991,21.5991,29.1572,9.2,3.1998,1023,8,1,6
1024,-1,2008-09-23 06:44:00,-2.2191,22.2191,28.3474,5.73,2.1802,1024,8,1,6
1025,-1,2008-09-23 06:52:00,2.9864,17.0136,22.8144,8.89,3.2441,1025,8,1,6
1026,-1,2008-09-23 07:58:00,0.2464,19.7536,25.4657,9.52,2.597,1026,8,1,7
1027,-1,2008-09-23 08:11:00,0.7136,19.2864,24.2792,5.95,1.9684,1027,8,1,8
1028,-1,2008-09-23 09:43:00,-3.9555,23.9555,30.0456,5.84,1.7171,1028,8,1,9
1029,1,2008-09-23 11:14:00,0.5609,19.4391,28.0697,21.24,5.9275,1029,8,1,11
1030,-1,2008-09-23 11:42:00,-2.5682,22.5682,30.4269,4.75,1.5813,1030,8,1,11
1031,-1,2008-09-23 11:43:00,-1.2991,21.2991,25.7035,4.97,1.4801,1031,8,1,11
1032,-1,2008-09-23 12:29:00,-2.7282,22.7282,27.4264,4.24,1.6463,1032,8,1,12
1033,-1,2008-09-23 12:31:00,-5.4691,25.4691,31.0165,6.9,1.9698,1033,8,1,12
1034,-1,2008-09-23 12:46:00,-2.1,22.1,29.453000000000003,9.98,2.9149,1034,8,1,12
1035,-1,2008-09-23 13:37:00,-1.9827,21.9827,26.1779,5.95,2.1012,1035,8,1,13
1036,-1,2008-09-23 15:23:00,-1.0545,21.0545,32.1132,14.15,3.9688,1036,8,1,15
1037,-1,2008-09-23 15:33:00,-3.2055,23.2055,28.0144,8.55,2.6746,1037,8,1,15
1038,-1,2008-09-23 15:58:00,1.4609,18.5391,23.5831,8.87,2.8486,1038,8,1,15
1039,-1,2008-09-23 18:10:00,-3.1227,23.1227,30.5699,4.85,1.5213,1039,8,1,18
1040,-1,2008-09-23 18:36:00,-3.7509,23.7509,30.7593,4.95,1.5594,1040,8,1,18
1041,-1,2008-09-23 18:56:00,-3.2945,23.2945,29.873,8.48,2.3857,1041,8,1,18
1042,-1,2008-09-23 20:18:00,-1.56,21.56,28.4794,3.86,1.1253,1042,8,1,20
1043,-1,2008-09-23 20:59:00,-1.0409,21.0409,28.5052,7.32,2.51,1043,8,1,20
1044,-1,2008-09-23 21:26:00,-1.24,21.24,28.1969,9.94,3.4391,1044,8,1,21
1045,-1,2008-09-23 22:25:00,-4.4882,24.4882,32.5465,6.45,1.9491,1045,8,1,22
1046,-1,2008-09-24 02:19:00,1.4409,18.5591,22.3245,8.77,2.7457,1046,8,2,2
1047,-1,2008-09-24 02:44:00,-0.0509,20.0509,27.2235,5.21,1.6441,1047,8,2,2
1048,-1,2008-09-24 03:32:00,1.7318,18.2682,23.8107,5.62,2.1321,1048,8,2,3
1049,-1,2008-09-24 03:40:00,-0.2436,20.2436,27.8252,9.82,3.1510000000000002,1049,8,2,3
1050,-1,2008-09-24 05:13:00,0.38,19.62,29.6983,12.73,3.6310000000000002,1050,8,2,5
1051,-1,2008-09-24 05:22:00,-2.1409,22.1409,27.9241,6.62,2.0725,1051,8,2,5
1052,-1,2008-09-24 06:13:00,-2.0655,22.0655,27.4762,5.78,1.9484,1052,8,2,6
1053,-1,2008-09-24 06:14:00,-4.3955,24.3955,29.3585,8.13,2.6148,1053,8,2,6
1054,-1,2008-09-24 07:23:00,-1.9291,21.9291,29.6803,6.14,2.0412,1054,8,2,7
1055,-1,2008-09-24 10:10:00,-4.6591,24.6591,32.7382,8.61,2.3036,1055,8,2,10
1056,-1,2008-09-24 10:53:00,-0.5327,20.5327,29.4663,9.28,2.9847,1056,8,2,10
1057,-1,2008-09-24 10:59:00,-1.0827,21.0827,27.9067,8.3,2.3957,1057,8,2,10
1058,-1,2008-09-24 11:47:00,-0.3727,20.3727,25.8899,10.44,3.3269,1058,8,2,11
1059,-1,2008-09-24 12:04:00,-1.0473,21.0473,28.2938,6.99,2.2744,1059,8,2,12
1060,-1,2008-09-24 12:35:00,0.9736,19.0264,22.9832,8.06,2.8289,1060,8,2,12
1061,-1,2008-09-24 13:01:00,-3.9509,23.9509,31.7775,6.14,2.0521,1061,8,2,13
1062,1,2008-09-24 15:05:00,1.0027,18.9973,26.4132,10.4,2.7473,1062,8,2,15
1063,-1,2008-09-24 15:39:00,2.8109,17.1891,22.2064,8.8,2.5551,1063,8,2,15
1064,-1,2008-09-24 15:42:00,-3.6145,23.6145,28.9017,4.5,1.5874,1064,8,2,15
1065,-1,2008-09-24 15:43:00,-5.76,25.76,31.5295,5.19,1.6535,1065,8,2,15
1066,-1,2008-09-24 16:26:00,-1.6109,21.6109,25.3309,8.56,2.7454,1066,8,2,16
1067,-1,2008-09-24 17:54:00,2.32,17.68,25.6635,6.81,1.7957,1067,8,2,17
1068,-1,2008-09-24 18:05:00,-1.2491,21.2491,27.526999999999997,5.7,1.6323,1068,8,2,18
1069,-1,2008-09-25 01:05:00,0.1873,19.8127,26.0522,5.2,1.7606,1069,8,3,1
1070,-1,2008-09-25 02:03:00,4.8791,15.1209,20.4622,4.55,1.5234,1070,8,3,2
1071,-1,2008-09-25 06:21:00,-2.0209,22.0209,28.6912,3.66,1.1722,1071,8,3,6
1072,-1,2008-09-25 07:12:00,-0.7391,20.7391,26.3387,7.92,2.548,1072,8,3,7
1073,-1,2008-09-25 07:58:00,-2.8727,22.8727,24.4002,5.6,1.6704,1073,8,3,7
1074,-1,2008-09-25 08:45:00,2.6036,17.3964,23.8576,6.45,1.9875,1074,8,3,8
1075,-1,2008-09-25 09:31:00,-5.9418,25.9418,31.1657,11.04,3.4666,1075,8,3,9
1076,-1,2008-09-25 10:23:00,-4.9891,24.9891,29.6501,3.66,1.0902,1076,8,3,10
1077,-1,2008-09-25 11:08:00,-2.9718,22.9718,28.8713,4.45,1.3383,1077,8,3,11
1078,-1,2008-09-25 11:09:00,-0.9364,20.9364,26.2691,4.38,1.4554,1078,8,3,11
1079,-1,2008-09-25 11:55:00,1.1673,18.8327,23.6877,4.47,1.3615,1079,8,3,11
1080,-1,2008-09-25 13:42:00,0.6009,19.3991,25.8992,6.63,2.0583,1080,8,3,13
1081,-1,2008-09-25 14:08:00,2.6473,17.3527,22.4925,4.82,1.5846,1081,8,3,14
1082,-1,2008-09-25 14:28:00,0.5364,19.4636,24.0135,6.08,2.1887,1082,8,3,14
1083,-1,2008-09-25 15:12:00,-2.5036,22.5036,28.2316,7.9,2.3285,1083,8,3,15
1084,-1,2008-09-25 15:40:00,-0.6327,20.6327,28.9181,8.16,2.2925,1084,8,3,15
1085,-1,2008-09-25 15:55:00,0.77,19.23,22.8057,5.73,1.9009,1085,8,3,15
1086,-1,2008-09-25 16:44:00,-3.1818,23.1818,27.6462,4.35,1.5251,1086,8,3,16
1087,-1,2008-09-25 17:28:00,-0.8436,20.8436,26.4708,9.84,2.8553,1087,8,3,17
1088,-1,2008-09-25 17:29:00,-2.2409,22.2409,27.5514,7.76,2.1802,1088,8,3,17
1089,-1,2008-09-25 19:49:00,2.2982,17.7018,22.9551,6.12,2.6086,1089,8,3,19
1090,-1,2008-09-25 22:05:00,-3.1255,23.1255,30.4987,5.98,1.8023,1090,8,3,22
1091,-1,2008-09-25 23:04:00,-1.1727,21.1727,26.7245,6.64,2.2329,1091,8,3,23
1092,-1,2008-09-25 23:48:00,1.2955,18.7045,21.7509,7.19,2.2769,1092,8,3,23
1093,-1,2008-09-26 00:19:00,-2.9727,22.9727,28.1049,9.05,2.5017,1093,8,4,0
1094,-1,2008-09-26 01:21:00,4.3955,17.271,19.6185,5.05,1.4828,1094,8,4,1
1095,-1,2008-09-26 02:26:00,-3.4964,23.4964,28.3815,9.6,3.1611,1095,8,4,2
1096,-1,2008-09-26 03:12:00,-3.2155,23.2155,30.7746,3.99,1.3193,1096,8,4,3
1097,-1,2008-09-26 03:29:00,2.0282,17.9718,24.3232,9.98,2.8781,1097,8,4,3
1098,-1,2008-09-26 04:14:00,-3.6155,23.6155,28.9358,4.27,1.3007,1098,8,4,4
1099,-1,2008-09-26 05:32:00,-4.1018,24.1018,28.8654,5.97,1.7174,1099,8,4,5
1100,-1,2008-09-26 11:08:00,0.1982,19.8018,23.4628,3.69,1.3592,1100,8,4,11
1101,-1,2008-09-26 13:36:00,-5.9682,25.9682,33.0295,5.65,1.6596,1101,8,4,13
1102,-1,2008-09-26 13:45:00,-1.4409,21.4409,26.4617,3.87,1.0445,1102,8,4,13
1103,-1,2008-09-26 14:20:00,-2.6709,22.6709,30.2504,4.75,1.6102,1103,8,4,14
1104,-1,2008-09-26 14:51:00,0.0327,19.9673,27.0626,3.78,1.3536,1104,8,4,14
1105,-1,2008-09-26 15:06:00,1.7018,18.2982,24.6278,5.97,2.0587,1105,8,4,15
1106,-1,2008-09-26 15:36:00,-3.3455,23.3455,27.9956,8.61,2.9259,1106,8,4,15
1107,-1,2008-09-26 15:49:00,-2.4373,22.4373,30.59,5.45,1.7391,1107,8,4,15
